medal_date,medal_type,medal_code,name,gender,country,country_code,nationality,team,team_gender,discipline,event,event_type,url_event,birth_date,code
2024-07-31,Bronze Medal,3,CZAJA Dominik,Male,Poland,POL,Poland,Poland,M,Rowing,Men's Quadruple Sculls,TEAM,/en/paris-2024/results/rowing/men-s-quadruple-sculls/fnl---------,1995-08-12,1928529
2024-07-31,Bronze Medal,3,BISKUP Mateusz,Male,Poland,POL,Poland,Poland,M,Rowing,Men's Quadruple Sculls,TEAM,/en/paris-2024/results/rowing/men-s-quadruple-sculls/fnl---------,1994-02-08,1928520
2024-07-31,Bronze Medal,3,ZIETARSKI Miroslaw,Male,Poland,POL,Poland,Poland,M,Rowing,Men's Quadruple Sculls,TEAM,/en/paris-2024/results/rowing/men-s-quadruple-sculls/fnl---------,1993-03-09,1928551
2024-07-31,Bronze Medal,3,BARANSKI Fabian,Male,Poland,POL,Poland,Poland,M,Rowing,Men's Quadruple Sculls,TEAM,/en/paris-2024/results/rowing/men-s-quadruple-sculls/fnl---------,1999-05-27,1928530
2024-07-31,Gold Medal,1,HENRY Lauren,Female,Great Britain,GBR,Great Britain,Great Britain,W,Rowing,Women's Quadruple Sculls,TEAM,/en/paris-2024/results/rowing/women-s-quadruple-sculls/fnl---------,2001-12-21,1901074
2024-07-31,Gold Medal,1,SCOTT Hannah,Female,Great Britain,GBR,Great Britain,Great Britain,W,Rowing,Women's Quadruple Sculls,TEAM,/en/paris-2024/results/rowing/women-s-quadruple-sculls/fnl---------,1999-06-18,1901091
2024-07-31,Gold Medal,1,ANDERSON Lola,Female,Great Britain,GBR,Great Britain,Great Britain,W,Rowing,Women's Quadruple Sculls,TEAM,/en/paris-2024/results/rowing/women-s-quadruple-sculls/fnl---------,1998-04-16,1901027
2024-07-31,Gold Medal,1,BRAYSHAW Georgina,Female,Great Britain,GBR,Great Britain,Great Britain,W,Rowing,Women's Quadruple Sculls,TEAM,/en/paris-2024/results/rowing/women-s-quadruple-sculls/fnl---------,1993-10-14,1901039
2024-07-31,Silver Medal,2,YOUSSIFOU Laila,Female,Netherlands,NED,Netherlands,Netherlands,W,Rowing,Women's Quadruple Sculls,TEAM,/en/paris-2024/results/rowing/women-s-quadruple-sculls/fnl---------,1996-01-02,1965563
2024-07-31,Silver Medal,2,PAULIS Bente,Female,Netherlands,NED,Netherlands,Netherlands,W,Rowing,Women's Quadruple Sculls,TEAM,/en/paris-2024/results/rowing/women-s-quadruple-sculls/fnl---------,1997-02-14,1965565
2024-07-31,Silver Medal,2,de JONG Roos,Female,Netherlands,NED,Netherlands,Netherlands,W,Rowing,Women's Quadruple Sculls,TEAM,/en/paris-2024/results/rowing/women-s-quadruple-sculls/fnl---------,1993-08-23,1965572
2024-07-31,Silver Medal,2,DULLEMANS Tessa,Female,Netherlands,NED,Netherlands,Netherlands,W,Rowing,Women's Quadruple Sculls,TEAM,/en/paris-2024/results/rowing/women-s-quadruple-sculls/fnl---------,1997-07-02,1965573
2024-07-31,Bronze Medal,3,VOELZ Maren,Female,Germany,GER,Germany,Germany,W,Rowing,Women's Quadruple Sculls,TEAM,/en/paris-2024/results/rowing/women-s-quadruple-sculls/fnl---------,1999-11-20,1906511
2024-07-31,Bronze Medal,3,SCHENDEKEHL Tabea,Female,Germany,GER,Germany,Germany,W,Rowing,Women's Quadruple Sculls,TEAM,/en/paris-2024/results/rowing/women-s-quadruple-sculls/fnl---------,1998-11-29,1906506
2024-07-31,Bronze Medal,3,MENZEL Leonie,Female,Germany,GER,Germany,Germany,W,Rowing,Women's Quadruple Sculls,TEAM,/en/paris-2024/results/rowing/women-s-quadruple-sculls/fnl---------,1999-05-19,1906494
2024-07-31,Bronze Medal,3,GREITEN Pia,Female,Germany,GER,Germany,Germany,W,Rowing,Women's Quadruple Sculls,TEAM,/en/paris-2024/results/rowing/women-s-quadruple-sculls/fnl---------,1997-02-18,1906483
2024-08-01,Gold Medal,1,SCRUGGS Lauren,Female,United States,USA,United States,United States of America,W,Fencing,Women's Foil Team,HTEAM,/en/paris-2024/results/fencing/women-s-foil-team/fnl-000100--,2003-01-27,1950643
2024-08-01,Gold Medal,1,KIEFER Lee,Female,United States,USA,United States,United States of America,W,Fencing,Women's Foil Team,HTEAM,/en/paris-2024/results/fencing/women-s-foil-team/fnl-000100--,1994-06-15,1950611
2024-08-01,Gold Medal,1,DUBROVICH Jacqueline,Female,United States,USA,United States,United States of America,W,Fencing,Women's Foil Team,HTEAM,/en/paris-2024/results/fencing/women-s-foil-team/fnl-000100--,1994-07-18,1950584
2024-08-01,Gold Medal,1,WEINTRAUB Maia Mei,Female,United States,USA,United States,United States of America,W,Fencing,Women's Foil Team,HTEAM,/en/paris-2024/results/fencing/women-s-foil-team/fnl-000100--,2002-10-24,1950659
2024-08-01,Silver Medal,2,ERRIGO Arianna,Female,Italy,ITA,Italy,Italy,W,Fencing,Women's Foil Team,HTEAM,/en/paris-2024/results/fencing/women-s-foil-team/fnl-000100--,1988-06-06,1924276
2024-08-01,Silver Medal,2,FAVARETTO Martina,Female,Italy,ITA,Italy,Italy,W,Fencing,Women's Foil Team,HTEAM,/en/paris-2024/results/fencing/women-s-foil-team/fnl-000100--,2001-11-15,1924277
2024-08-01,Silver Medal,2,VOLPI Alice,Female,Italy,ITA,Italy,Italy,W,Fencing,Women's Foil Team,HTEAM,/en/paris-2024/results/fencing/women-s-foil-team/fnl-000100--,1992-04-15,1924275
2024-08-01,Silver Medal,2,PALUMBO Francesca,Female,Italy,ITA,Italy,Italy,W,Fencing,Women's Foil Team,HTEAM,/en/paris-2024/results/fencing/women-s-foil-team/fnl-000100--,1994-02-10,1924279
2024-08-01,Bronze Medal,3,AZUMA Sera,Female,Japan,JPN,Japan,Japan,W,Fencing,Women's Foil Team,HTEAM,/en/paris-2024/results/fencing/women-s-foil-team/fnl-000200--,1999-08-20,1896544
2024-08-01,Bronze Medal,3,UENO Yuka,Female,Japan,JPN,Japan,Japan,W,Fencing,Women's Foil Team,HTEAM,/en/paris-2024/results/fencing/women-s-foil-team/fnl-000200--,2001-11-28,1896545
2024-08-01,Bronze Medal,3,MIYAWAKI Karin,Female,Japan,JPN,Japan,Japan,W,Fencing,Women's Foil Team,HTEAM,/en/paris-2024/results/fencing/women-s-foil-team/fnl-000200--,1997-02-04,1896517
2024-08-01,Bronze Medal,3,KIKUCHI Komaki,Female,Japan,JPN,Japan,Japan,W,Fencing,Women's Foil Team,HTEAM,/en/paris-2024/results/fencing/women-s-foil-team/fnl-000200--,1997-02-22,1896535
2024-08-01,Gold Medal,1,CORNEA Andrei Sebastian,Male,Romania,ROU,Romania,Romania,M,Rowing,Men's Double Sculls,TEAM,/en/paris-2024/results/rowing/men-s-double-sculls/fnl---------,1999-11-10,1551186
2024-08-01,Gold Medal,1,ENACHE Marian Florian,Male,Romania,ROU,Romania,Romania,M,Rowing,Men's Double Sculls,TEAM,/en/paris-2024/results/rowing/men-s-double-sculls/fnl---------,1995-08-05,1551238
2024-08-01,Silver Medal,2,TWELLAAR Melvin,Male,Netherlands,NED,Netherlands,Netherlands,M,Rowing,Men's Double Sculls,TEAM,/en/paris-2024/results/rowing/men-s-double-sculls/fnl---------,1996-12-23,1965589
2024-08-01,Silver Medal,2,BROENINK Stef,Male,Netherlands,NED,Netherlands,Netherlands,M,Rowing,Men's Double Sculls,TEAM,/en/paris-2024/results/rowing/men-s-double-sculls/fnl---------,1990-09-19,1965588
2024-08-01,Bronze Medal,3,LYNCH Daire,Male,Ireland,IRL,Ireland,Ireland,M,Rowing,Men's Double Sculls,TEAM,/en/paris-2024/results/rowing/men-s-double-sculls/fnl---------,1998-06-19,1544454
2024-08-01,Bronze Medal,3,DOYLE Phili,Male,Ireland,IRL,Ireland,Ireland,M,Rowing,Men's Double Sculls,TEAM,/en/paris-2024/results/rowing/men-s-double-sculls/fnl---------,1992-09-17,1543317
2024-08-01,Gold Medal,1,MEAD Nick,Male,United States,USA,United States,United States of America,M,Rowing,Men's Four,TEAM,/en/paris-2024/results/rowing/men-s-four/fnl---------,1995-03-12,1944727
2024-08-01,Gold Medal,1,BEST Justin,Male,United States,USA,United States,United States of America,M,Rowing,Men's Four,TEAM,/en/paris-2024/results/rowing/men-s-four/fnl---------,1997-08-17,1944631
2024-08-01,Gold Medal,1,GRADY Michael,Male,United States,USA,United States,United States of America,M,Rowing,Men's Four,TEAM,/en/paris-2024/results/rowing/men-s-four/fnl---------,1996-10-22,1944681
2024-08-01,Gold Medal,1,CORRIGAN Liam,Male,United States,USA,United States,United States of America,M,Rowing,Men's Four,TEAM,/en/paris-2024/results/rowing/men-s-four/fnl---------,1997-09-11,1944652
2024-08-01,Silver Medal,2,MACLEAN Ollie,Male,New Zealand,NZL,New Zealand,New Zealand,M,Rowing,Men's Four,TEAM,/en/paris-2024/results/rowing/men-s-four/fnl---------,1998-05-19,1927001
2024-08-01,Silver Medal,2,ULLRICH Logan,Male,New Zealand,NZL,New Zealand,New Zealand,M,Rowing,Men's Four,TEAM,/en/paris-2024/results/rowing/men-s-four/fnl---------,2000-08-20,1927020
2024-08-01,Silver Medal,2,MURRAY Tom,Male,New Zealand,NZL,New Zealand,New Zealand,M,Rowing,Men's Four,TEAM,/en/paris-2024/results/rowing/men-s-four/fnl---------,1994-04-05,1927019
2024-08-01,Silver Medal,2,MACDONALD Matt,Male,New Zealand,NZL,New Zealand,New Zealand,M,Rowing,Men's Four,TEAM,/en/paris-2024/results/rowing/men-s-four/fnl---------,1999-03-15,1926991
2024-08-01,Bronze Medal,3,WILKES Oliver,Male,Great Britain,GBR,Great Britain,Great Britain,M,Rowing,Men's Four,TEAM,/en/paris-2024/results/rowing/men-s-four/fnl---------,1995-07-14,1901100
2024-08-01,Bronze Medal,3,AMBLER David,Male,Great Britain,GBR,Great Britain,Great Britain,M,Rowing,Men's Four,TEAM,/en/paris-2024/results/rowing/men-s-four/fnl---------,1997-12-04,1901026
2024-08-01,Bronze Medal,3,ALDRIDGE Matt,Male,Great Britain,GBR,Great Britain,Great Britain,M,Rowing,Men's Four,TEAM,/en/paris-2024/results/rowing/men-s-four/fnl---------,1996-03-11,1901025
2024-08-01,Bronze Medal,3,DAVIDSON Freddie,Male,Great Britain,GBR,Great Britain,Great Britain,M,Rowing,Men's Four,TEAM,/en/paris-2024/results/rowing/men-s-four/fnl---------,1998-05-26,1901050
2024-08-01,Gold Medal,1,FRANCIS Brooke,Female,New Zealand,NZL,New Zealand,New Zealand,W,Rowing,Women's Double Sculls,TEAM,/en/paris-2024/results/rowing/women-s-double-sculls/fnl---------,1995-01-06,1927028
2024-08-01,Gold Medal,1,SPOORS Lucy,Female,New Zealand,NZL,New Zealand,New Zealand,W,Rowing,Women's Double Sculls,TEAM,/en/paris-2024/results/rowing/women-s-double-sculls/fnl---------,1990-12-24,1927024
2024-08-01,Silver Medal,2,BODNAR Ancuta,Female,Romania,ROU,Romania,Romania,W,Rowing,Women's Double Sculls,TEAM,/en/paris-2024/results/rowing/women-s-double-sculls/fnl---------,1998-09-25,1550303
2024-08-01,Silver Medal,2,RADIS Simona,Female,Romania,ROU,Romania,Romania,W,Rowing,Women's Double Sculls,TEAM,/en/paris-2024/results/rowing/women-s-double-sculls/fnl---------,1999-04-05,1550560
2024-08-01,Bronze Medal,3,HODGKINS BYRNE Mathilda,Female,Great Britain,GBR,Great Britain,Great Britain,W,Rowing,Women's Double Sculls,TEAM,/en/paris-2024/results/rowing/women-s-double-sculls/fnl---------,1994-10-01,1901075
2024-08-01,Bronze Medal,3,WILDE Rebecca,Female,Great Britain,GBR,Great Britain,Great Britain,W,Rowing,Women's Double Sculls,TEAM,/en/paris-2024/results/rowing/women-s-double-sculls/fnl---------,1997-12-31,1901099
2024-08-01,Gold Medal,1,OLDENBURG Marloes,Female,Netherlands,NED,Netherlands,Netherlands,W,Rowing,Women's Four,TEAM,/en/paris-2024/results/rowing/women-s-four/fnl---------,1988-03-09,1965560
2024-08-01,Gold Medal,1,DRENTH Hermijntje,Female,Netherlands,NED,Netherlands,Netherlands,W,Rowing,Women's Four,TEAM,/en/paris-2024/results/rowing/women-s-four/fnl---------,1994-07-19,1965567
2024-08-01,Gold Medal,1,OFFEREINS Tinka,Female,Netherlands,NED,Netherlands,Netherlands,W,Rowing,Women's Four,TEAM,/en/paris-2024/results/rowing/women-s-four/fnl---------,1993-10-05,1965566
2024-08-01,Gold Medal,1,BOONSTRA Benthe,Female,Netherlands,NED,Netherlands,Netherlands,W,Rowing,Women's Four,TEAM,/en/paris-2024/results/rowing/women-s-four/fnl---------,2000-11-21,1965557
2024-08-01,Silver Medal,2,GLOVER Helen,Female,Great Britain,GBR,Great Britain,Great Britain,W,Rowing,Women's Four,TEAM,/en/paris-2024/results/rowing/women-s-four/fnl---------,1986-06-17,1901028
2024-08-01,Silver Medal,2,BOOTH Esme,Female,Great Britain,GBR,Great Britain,Great Britain,W,Rowing,Women's Four,TEAM,/en/paris-2024/results/rowing/women-s-four/fnl---------,1998-12-23,1901037
2024-08-01,Silver Medal,2,REDGRAVE Sam,Female,Great Britain,GBR,Great Britain,Great Britain,W,Rowing,Women's Four,TEAM,/en/paris-2024/results/rowing/women-s-four/fnl---------,1994-08-18,1901086
2024-08-01,Silver Medal,2,SHORTEN Rebecca,Female,Great Britain,GBR,Great Britain,Great Britain,W,Rowing,Women's Four,TEAM,/en/paris-2024/results/rowing/women-s-four/fnl---------,1993-11-25,1901092
2024-08-01,Bronze Medal,3,GOWLER Jackie,Female,New Zealand,NZL,New Zealand,New Zealand,W,Rowing,Women's Four,TEAM,/en/paris-2024/results/rowing/women-s-four/fnl---------,1996-06-07,1926998
2024-08-01,Bronze Medal,3,SPOORS Phoebe,Female,New Zealand,NZL,New Zealand,New Zealand,W,Rowing,Women's Four,TEAM,/en/paris-2024/results/rowing/women-s-four/fnl---------,1993-08-11,1927007
2024-08-01,Bronze Medal,3,WADDY Davina,Female,New Zealand,NZL,New Zealand,New Zealand,W,Rowing,Women's Four,TEAM,/en/paris-2024/results/rowing/women-s-four/fnl---------,1996-08-16,1927003
2024-08-01,Bronze Medal,3,WILLIAMS Kerri,Female,New Zealand,NZL,New Zealand,New Zealand,W,Rowing,Women's Four,TEAM,/en/paris-2024/results/rowing/women-s-four/fnl---------,1993-12-18,1926999
2024-08-01,Gold Medal,1,,,,,,Australia,W,Swimming,Women's 4 x 200m Freestyle Relay,TEAM,/en/paris-2024/results/swimming/women-s-4-x-200m-freestyle-relay/fnl-000100--,,
2024-08-01,Silver Medal,2,,,,,,United States of America,W,Swimming,Women's 4 x 200m Freestyle Relay,TEAM,/en/paris-2024/results/swimming/women-s-4-x-200m-freestyle-relay/fnl-000100--,,
2024-08-01,Bronze Medal,3,,,,,,People's Republic of China,W,Swimming,Women's 4 x 200m Freestyle Relay,TEAM,/en/paris-2024/results/swimming/women-s-4-x-200m-freestyle-relay/fnl-000100--,,
